Milliseconds;Rssi;Signal_X;Signal_Y;Signal_Z;Position_X;Position_Y;Position_Z
149500;-68;-37,4;9,6;5,1;-38,1;14,3;1,5
149500;-97;-54,1;11,5;1,7;-38,1;14,3;1,5
149500;-55;-36,7;11,1;1,7;-38,1;14,3;1,5
149500;-90;-35,6;28,6;1,7;-38,1;14,3;1,5
149550;-96;-54,7;14,3;2,1;-38,1;14,3;1,5
149550;-73;-43,8;9,2;1,6;-38,1;14,3;1,5
149550;-78;-31,1;9,2;1,6;-38,1;14,3;1,5
149600;-98;-32,3;-3,6;1,7;-38,1;14,2;1,5
149600;-94;-35,6;28,6;1,7;-38,1;14,2;1,5
149650;-67;-37,4;9,6;5,1;-38,1;14,2;1,5
149650;-95;-48,8;3,5;1,7;-38,1;14,2;1,5
149650;-99;-53,7;3,1;1,7;-38,1;14,2;1,5
149650;-96;-54,7;14,3;2,1;-38,1;14,2;1,5
149650;-73;-43,8;9,2;1,6;-38,1;14,2;1,5
149700;-74;-43,8;9,2;1,6;-38,1;14,1;1,5
149700;-96;-54,1;11,5;1,7;-38,1;14,1;1,5
149700;-99;-54,7;19,7;1,7;-38,1;14,1;1,5
149700;-98;-25,5;28,6;1,8;-38,1;14,1;1,5
149750;-98;-43,7;-2,9;4;-38,1;14,1;1,5
149750;-97;-39,9;-4,3;4;-38,1;14,1;1,5
149750;-96;-48,8;3,5;1,7;-38,1;14,1;1,5
149750;-55;-36,7;11,1;1,7;-38,1;14,1;1,5
149800;-98;-36,6;-3,7;1,7;-38,1;14,0;1,5
149800;-99;-53,7;3,1;1,7;-38,1;14,0;1,5
149800;-99;-19,2;9,2;1,7;-38,1;14,0;1,5
149800;-96;-54,1;11,5;1,7;-38,1;14,0;1,5
149800;-99;-18,8;16,9;1,7;-38,1;14,0;1,5
149800;-98;-54,7;19,7;1,7;-38,1;14,0;1,5
149800;-94;-35,6;28,6;1,7;-38,1;14,0;1,5
149850;-98;-36,6;-3,7;1,7;-38,1;14,0;1,5
149850;-98;-29,3;-2,8;1,8;-38,1;14,0;1,5
149850;-97;-43,8;-2,8;5;-38,1;14,0;1,5
149850;-94;-48,8;3,5;1,7;-38,1;14,0;1,5
149850;-98;-54,7;10,2;2,1;-38,1;14,0;1,5
149850;-99;-18,8;16,9;1,7;-38,1;14,0;1,5
149900;-99;-32,3;-3,6;1,7;-38,1;13,9;1,5
149900;-97;-54,1;11,5;1,7;-38,1;13,9;1,5
149900;-54;-36,7;11,1;1,7;-38,1;13,9;1,5
149900;-93;-35,6;28,6;1,7;-38,1;13,9;1,5
149950;-97;-48,8;3,5;1,7;-38,1;13,9;1,5
149950;-78;-31,1;9,2;1,6;-38,1;13,9;1,5
149950;-99;-19,2;9,2;1,7;-38,1;13,9;1,5
150000;-99;-43,8;-2,8;5;-38,1;13,8;1,5
150000;-54;-36,7;11,1;1,7;-38,1;13,8;1,5
150050;-95;-39,6;-2,9;1,8;-38,1;13,8;1,5
150100;-99;-43,8;-4,4;1,8;-38,1;13,7;1,5
150100;-96;-39,6;-2,9;1,8;-38,1;13,7;1,5
150100;-98;-36,6;-3,7;1,7;-38,1;13,7;1,5
150100;-99;-39,5;-5,7;-0,4;-38,1;13,7;1,5
150100;-94;-48,8;3,5;1,7;-38,1;13,7;1,5
150100;-75;-31,1;9,2;1,6;-38,1;13,7;1,5
150150;-98;-36,6;-3,7;1,7;-38,1;13,7;1,5
150150;-98;-44,3;-4,3;4;-38,1;13,7;1,5
150150;-97;-43,7;-2,9;4;-38,1;13,7;1,5
150150;-98;-39,9;-4,3;4;-38,1;13,7;1,5
150150;-99;-43;-5,6;-0,4;-38,1;13,7;1,5
150150;-99;-53,7;3,1;1,7;-38,1;13,7;1,5
150200;-95;-39,6;-2,9;1,8;-38,1;13,6;1,5
150200;-98;-32,3;-3,6;1,7;-38,1;13,6;1,5
150200;-76;-31,1;9,2;1,6;-38,1;13,6;1,5
150250;-66;-37,4;9,6;5,1;-38,1;13,6;1,5
150250;-98;-39,5;-5,7;-0,4;-38,1;13,6;1,5
150250;-99;-53,7;3,1;1,7;-38,1;13,6;1,5
150250;-96;-54,7;10,2;2,1;-38,1;13,6;1,5
150250;-97;-54,7;14,3;2,1;-38,1;13,6;1,5
150300;-98;-36,6;-3,7;1,7;-38,1;13,5;1,5
150300;-99;-39,9;-4,3;4;-38,1;13,5;1,5
150300;-64;-37,4;9,6;5,1;-38,1;13,5;1,5
150300;-98;-39,5;-5,7;-0,4;-38,1;13,5;1,5
150300;-75;-31,1;9,2;1,6;-38,1;13,5;1,5
150300;-49;-36,7;11,1;1,7;-38,1;13,5;1,5
150300;-98;-54,7;19,7;1,7;-38,1;13,5;1,5
150350;-97;-32,3;-3,6;1,7;-38,1;13,5;1,5
150350;-98;-29,3;-2,8;1,8;-38,1;13,5;1,5
150350;-98;-31,5;-4,4;5,2;-38,1;13,5;1,5
150350;-99;-39,5;-5,7;-0,4;-38,1;13,5;1,5
150350;-97;-54,7;10,2;2,1;-38,1;13,5;1,5
150400;-99;-43,8;-4,4;1,8;-38,1;13,4;1,5
150400;-99;-32,3;-3,6;1,7;-38,1;13,4;1,5
150400;-98;-44,3;-4,3;4;-38,1;13,4;1,5
150400;-98;-31,5;-4,4;5,2;-38,1;13,4;1,5
150400;-51;-36,7;11,1;1,7;-38,1;13,4;1,5
150450;-97;-32,3;-3,6;1,7;-38,1;13,4;1,5
150450;-99;-39,5;-5,7;-0,4;-38,1;13,4;1,5
150450;-95;-54,7;10,2;2,1;-38,1;13,4;1,5
150450;-94;-54,1;11,5;1,7;-38,1;13,4;1,5
150500;-96;-43,8;-2,8;5;-38,1;13,3;1,5
150500;-99;-37,5;-4,4;5,2;-38,1;13,3;1,5
150500;-99;-43;-5,6;-0,4;-38,1;13,3;1,5
150500;-92;-48,8;3,5;1,7;-38,1;13,3;1,5
150500;-97;-54,1;11,5;1,7;-38,1;13,3;1,5
150500;-97;-18,8;16,9;1,7;-38,1;13,3;1,5
150500;-99;-54,7;19,7;1,7;-38,1;13,3;1,5
150550;-99;-32,3;-3,6;1,7;-38,1;13,3;1,5
150550;-99;-43,7;-2,9;4;-38,1;13,3;1,5
150550;-98;-39,9;-4,3;4;-38,1;13,3;1,5
150550;-98;-29,2;-4,3;4;-38,1;13,3;1,5
150550;-63;-37,4;9,6;5,1;-38,1;13,3;1,5
150550;-96;-54,7;14,3;2,1;-38,1;13,3;1,5
150550;-72;-43,8;9,2;1,6;-38,1;13,3;1,5
150600;-97;-36,6;-3,7;1,7;-38,1;13,2;1,5
150600;-99;-43,8;-2,8;5;-38,1;13,2;1,5
150600;-97;-37,5;-4,4;5,2;-38,1;13,2;1,5
150600;-99;-31,5;-4,4;5,2;-38,1;13,2;1,5
150600;-98;-53,7;3,1;1,7;-38,1;13,2;1,5
150650;-98;-32,3;-3,6;1,7;-38,1;13,2;1,5
150650;-98;-39,9;-4,3;4;-38,1;13,2;1,5
150650;-98;-31,5;-4,4;5,2;-38,1;13,2;1,5
150650;-95;-54,7;14,3;2,1;-38,1;13,2;1,5
150650;-71;-43,8;9,2;1,6;-38,1;13,2;1,5
150700;-96;-39,6;-2,9;1,8;-38,1;13,1;1,5
150700;-99;-37,5;-4,4;5,2;-38,1;13,1;1,5
150700;-99;-19,2;9,2;1,7;-38,1;13,1;1,5
150700;-97;-54,1;11,5;1,7;-38,1;13,1;1,5
150700;-51;-36,7;11,1;1,7;-38,1;13,1;1,5
150750;-97;-43,8;-4,4;1,8;-38,2;13,1;1,5
150750;-95;-36,6;-3,7;1,7;-38,2;13,1;1,5
150750;-98;-43,7;-2,9;4;-38,2;13,1;1,5
150750;-97;-39,9;-4,3;4;-38,2;13,1;1,5
150750;-99;-29,2;-4,3;4;-38,2;13,1;1,5
150750;-99;-39,5;-5,7;-0,4;-38,2;13,1;1,5
150800;-96;-39,6;-2,9;1,8;-38,2;13,0;1,5
150800;-92;-48,8;3,5;1,7;-38,2;13,0;1,5
150800;-97;-53,7;3,1;1,7;-38,2;13,0;1,5
150800;-76;-31,1;9,2;1,6;-38,2;13,0;1,5
150800;-98;-54,7;19,7;1,7;-38,2;13,0;1,5
150850;-98;-32,3;-3,6;1,7;-38,2;13,0;1,5
150850;-97;-43,8;-2,8;5;-38,2;13,0;1,5
150850;-99;-37,5;-4,4;5,2;-38,2;13,0;1,5
150850;-94;-48,8;3,5;1,7;-38,2;13,0;1,5
150850;-70;-43,8;9,2;1,6;-38,2;13,0;1,5
150850;-96;-54,1;11,5;1,7;-38,2;13,0;1,5
150850;-98;-54,7;19,7;1,7;-38,2;13,0;1,5
150900;-94;-39,6;-2,9;1,8;-38,2;12,9;1,5
150900;-97;-32,3;-3,6;1,7;-38,2;12,9;1,5
150900;-97;-43,8;-2,8;5;-38,2;12,9;1,5
150900;-64;-37,4;9,6;5,1;-38,2;12,9;1,5
150900;-99;-39,5;-5,7;-0,4;-38,2;12,9;1,5
150900;-93;-48,8;3,5;1,7;-38,2;12,9;1,5
150950;-97;-32,3;-3,6;1,7;-38,2;12,9;1,5
150950;-99;-29,3;-2,8;1,8;-38,2;12,9;1,5
150950;-99;-44,3;-4,3;4;-38,2;12,9;1,5
150950;-96;-37,5;-4,4;5,2;-38,2;12,9;1,5
150950;-99;-31,5;-4,4;5,2;-38,2;12,9;1,5
150950;-99;-39,5;-5,7;-0,4;-38,2;12,9;1,5
150950;-91;-48,8;3,5;1,7;-38,2;12,9;1,5
150950;-96;-54,7;10,2;2,1;-38,2;12,9;1,5
150950;-98;-54,7;14,3;2,1;-38,2;12,9;1,5
151000;-97;-36,6;-3,7;1,7;-38,2;12,8;1,5
151000;-97;-32,3;-3,6;1,7;-38,2;12,8;1,5
151000;-96;-43,7;-2,9;4;-38,2;12,8;1,5
151000;-97;-43,8;-2,8;5;-38,2;12,8;1,5
151000;-99;-43;-5,6;-0,4;-38,2;12,8;1,5
151000;-99;-39,5;-5,7;-0,4;-38,2;12,8;1,5
151050;-98;-29,3;-2,8;1,8;-38,2;12,8;1,5
151050;-99;-29,2;-4,3;4;-38,2;12,8;1,5
151050;-96;-43,8;-2,8;5;-38,2;12,8;1,5
151050;-98;-31,5;-4,4;5,2;-38,2;12,8;1,5
151050;-63;-37,4;9,6;5,1;-38,2;12,8;1,5
151050;-98;-53,7;3,1;1,7;-38,2;12,8;1,5
151050;-99;-54,7;14,3;2,1;-38,2;12,8;1,5
151050;-70;-43,8;9,2;1,6;-38,2;12,8;1,5
151050;-98;-18,8;16,9;1,7;-38,2;12,8;1,5
151100;-95;-39,6;-2,9;1,8;-38,2;12,7;1,5
151100;-97;-32,3;-3,6;1,7;-38,2;12,7;1,5
151100;-97;-43,7;-2,9;4;-38,2;12,7;1,5
151100;-98;-39,9;-4,3;4;-38,2;12,7;1,5
151100;-96;-54,1;11,5;1,7;-38,2;12,7;1,5
151100;-99;-18,8;16,9;1,7;-38,2;12,7;1,5
151100;-99;-54,7;19,7;1,7;-38,2;12,7;1,5
151150;-93;-39,6;-2,9;1,8;-38,2;12,7;1,5
151150;-99;-39,9;-4,3;4;-38,2;12,7;1,5
151150;-95;-54,7;10,2;2,1;-38,2;12,7;1,5
151150;-98;-54,7;14,3;2,1;-38,2;12,7;1,5
151150;-99;-54,7;19,7;1,7;-38,2;12,7;1,5
151200;-98;-43,8;-4,4;1,8;-38,2;12,6;1,5
151200;-95;-39,6;-2,9;1,8;-38,2;12,6;1,5
151200;-98;-32,3;-3,6;1,7;-38,2;12,6;1,5
151200;-98;-39,9;-4,3;4;-38,2;12,6;1,5
151200;-99;-37,5;-4,4;5,2;-38,2;12,6;1,5
151200;-62;-37,4;9,6;5,1;-38,2;12,6;1,5
151200;-98;-39,5;-5,7;-0,4;-38,2;12,6;1,5
151200;-98;-32,6;-5,7;-0,4;-38,2;12,6;1,5
151200;-74;-31,1;9,2;1,6;-38,2;12,6;1,5
151250;-98;-31,5;-4,4;5,2;-38,2;12,6;1,5
151250;-98;-53,7;3,1;1,7;-38,2;12,6;1,5
151250;-96;-54,7;10,2;2,1;-38,2;12,6;1,5
151250;-99;-54,7;14,3;2,1;-38,2;12,6;1,5
151250;-48;-36,7;11,1;1,7;-38,2;12,6;1,5
151300;-94;-39,6;-2,9;1,8;-38,2;12,5;1,5
151300;-96;-36,6;-3,7;1,7;-38,2;12,5;1,5
151300;-96;-43,8;-2,8;5;-38,2;12,5;1,5
151300;-92;-48,8;3,5;1,7;-38,2;12,5;1,5
151300;-97;-54,7;10,2;2,1;-38,2;12,5;1,5
151300;-71;-43,8;9,2;1,6;-38,2;12,5;1,5
151300;-99;-19,2;9,2;1,7;-38,2;12,5;1,5
151350;-97;-43,8;-4,4;1,8;-38,2;12,5;1,5
151350;-98;-32,3;-3,6;1,7;-38,2;12,5;1,5
151350;-96;-29,3;-2,8;1,8;-38,2;12,5;1,5
151350;-96;-54,7;14,3;2,1;-38,2;12,5;1,5
151350;-71;-43,8;9,2;1,6;-38,2;12,5;1,5
151350;-74;-31,1;9,2;1,6;-38,2;12,5;1,5
151350;-95;-35,6;28,6;1,7;-38,2;12,5;1,5
151400;-97;-43,8;-4,4;1,8;-38,2;12,4;1,5
151400;-96;-32,3;-3,6;1,7;-38,2;12,4;1,5
151400;-96;-43,7;-2,9;4;-38,2;12,4;1,5
151400;-99;-19,2;9,2;1,7;-38,2;12,4;1,5
151400;-96;-54,1;11,5;1,7;-38,2;12,4;1,5
151450;-99;-32,6;-5,7;-0,4;-38,2;12,4;1,5
151450;-70;-43,8;9,2;1,6;-38,2;12,4;1,5
151450;-95;-35,6;28,6;1,7;-38,2;12,4;1,5
151500;-93;-39,6;-2,9;1,8;-38,2;12,3;1,5
151500;-95;-36,6;-3,7;1,7;-38,2;12,3;1,5
151500;-99;-29,3;-2,8;1,8;-38,2;12,3;1,5
151500;-98;-32,6;-5,7;-0,4;-38,2;12,3;1,5
151500;-92;-48,8;3,5;1,7;-38,2;12,3;1,5
151500;-97;-19,2;9,2;1,7;-38,2;12,3;1,5
151500;-97;-18,8;16,9;1,7;-38,2;12,3;1,5
151550;-99;-44,3;-4,3;4;-38,2;12,3;1,5
151550;-97;-43,8;-2,8;5;-38,2;12,3;1,5
151550;-47;-36,7;11,1;1,7;-38,2;12,3;1,5
151600;-97;-32,3;-3,6;1,7;-38,2;12,2;1,5
151600;-99;-44,3;-4,3;4;-38,2;12,2;1,5
151600;-96;-39,9;-4,3;4;-38,2;12,2;1,5
151600;-98;-19,2;9,2;1,7;-38,2;12,2;1,5
151600;-94;-54,1;11,5;1,7;-38,2;12,2;1,5
151650;-96;-36,6;-3,7;1,7;-38,2;12,2;1,5
151650;-99;-44,3;-4,3;4;-38,2;12,2;1,5
151650;-95;-43,8;-2,8;5;-38,2;12,2;1,5
151650;-99;-32,6;-5,7;-0,4;-38,2;12,2;1,5
151650;-96;-54,7;14,3;2,1;-38,2;12,2;1,5
151650;-74;-31,1;9,2;1,6;-38,2;12,2;1,5
151650;-95;-54,1;11,5;1,7;-38,2;12,2;1,5
151700;-98;-43,8;-4,4;1,8;-38,2;12,1;1,5
151700;-94;-39,6;-2,9;1,8;-38,2;12,1;1,5
151700;-98;-37,5;-4,4;5,2;-38,2;12,1;1,5
151700;-47;-36,7;11,1;1,7;-38,2;12,1;1,5
151750;-96;-32,3;-3,6;1,7;-38,2;12,1;1,5
151750;-59;-37,4;9,6;5,1;-38,2;12,1;1,5
151750;-96;-54,7;10,2;2,1;-38,2;12,1;1,5
151750;-95;-54,7;14,3;2,1;-38,2;12,1;1,5
151800;-96;-36,6;-3,7;1,7;-38,2;12,0;1,5
151800;-96;-29,3;-2,8;1,8;-38,2;12,0;1,5
151800;-97;-44,3;-4,3;4;-38,2;12,0;1,5
151800;-95;-43,7;-2,9;4;-38,2;12,0;1,5
151800;-97;-29,2;-4,3;4;-38,2;12,0;1,5
151850;-98;-43,8;-4,4;1,8;-38,2;12,0;1,5
151850;-97;-44,3;-4,3;4;-38,2;12,0;1,5
151850;-99;-43;-5,6;-0,4;-38,2;12,0;1,5
151850;-96;-54,7;10,2;2,1;-38,2;12,0;1,5
151900;-99;-29,3;-2,8;1,8;-38,2;11,9;1,5
151900;-97;-25,2;-2,9;4;-38,2;11,9;1,5
151900;-96;-43,8;-2,8;5;-38,2;11,9;1,5
151900;-90;-48,8;3,5;1,7;-38,2;11,9;1,5
151900;-96;-54,7;14,3;2,1;-38,2;11,9;1,5
151900;-69;-43,8;9,2;1,6;-38,2;11,9;1,5
151900;-97;-54,1;11,5;1,7;-38,2;11,9;1,5
151950;-97;-36,6;-3,7;1,7;-38,2;11,9;1,5
151950;-97;-32,3;-3,6;1,7;-38,2;11,9;1,5
151950;-97;-44,3;-4,3;4;-38,2;11,9;1,5
151950;-97;-43,7;-2,9;4;-38,2;11,9;1,5
151950;-99;-53,7;3,1;1,7;-38,2;11,9;1,5
152000;-96;-39,6;-2,9;1,8;-38,2;11,8;1,5
152000;-96;-43,7;-2,9;4;-38,2;11,8;1,5
152000;-97;-53,7;3,1;1,7;-38,2;11,8;1,5
152000;-98;-54,7;10,2;2,1;-38,2;11,8;1,5
152000;-96;-54,7;14,3;2,1;-38,2;11,8;1,5
152000;-98;-19,2;9,2;1,7;-38,2;11,8;1,5
152050;-99;-29,3;-2,8;1,8;-38,2;11,8;1,5
152050;-97;-31,5;-4,4;5,2;-38,2;11,8;1,5
152050;-62;-37,4;9,6;5,1;-38,2;11,8;1,5
152050;-98;-43;-5,6;-0,4;-38,2;11,8;1,5
152050;-97;-53,7;3,1;1,7;-38,2;11,8;1,5
152050;-98;-35,6;28,6;1,7;-38,2;11,8;1,5
152100;-98;-43,8;-4,4;1,8;-38,2;11,7;1,5
152100;-96;-36,6;-3,7;1,7;-38,2;11,7;1,5
152100;-95;-43,7;-2,9;4;-38,2;11,7;1,5
152100;-99;-29,2;-4,3;4;-38,2;11,7;1,5
152100;-61;-37,4;9,6;5,1;-38,2;11,7;1,5
152150;-96;-43,8;-4,4;1,8;-38,2;11,7;1,5
152150;-98;-43;-5,6;-0,4;-38,2;11,7;1,5
152150;-74;-31,1;9,2;1,6;-38,2;11,7;1,5
152150;-99;-54,7;19,7;1,7;-38,2;11,7;1,5
152150;-98;-35,6;28,6;1,7;-38,2;11,7;1,5
152200;-99;-43;-5,6;-0,4;-38,2;11,6;1,5
152200;-91;-48,8;3,5;1,7;-38,2;11,6;1,5
152200;-95;-54,7;10,2;2,1;-38,2;11,6;1,5
152200;-74;-31,1;9,2;1,6;-38,2;11,6;1,5
152250;-95;-32,3;-3,6;1,7;-38,3;11,6;1,5
152250;-96;-29,3;-2,8;1,8;-38,3;11,6;1,5
152250;-97;-44,3;-4,3;4;-38,3;11,6;1,5
152250;-99;-31,5;-4,4;5,2;-38,3;11,6;1,5
152250;-99;-39,5;-5,7;-0,4;-38,3;11,6;1,5
152250;-99;-53,7;3,1;1,7;-38,3;11,6;1,5
152300;-94;-36,6;-3,7;1,7;-38,3;11,5;1,5
152300;-95;-29,3;-2,8;1,8;-38,3;11,5;1,5
152300;-99;-37,5;-4,4;5,2;-38,3;11,5;1,5
152300;-99;-39,8;-8,1;5,1;-38,3;11,5;1,5
152300;-97;-43;-5,6;-0,4;-38,3;11,5;1,5
152300;-99;-39,5;-5,7;-0,4;-38,3;11,5;1,5
152300;-97;-54,7;10,2;2,1;-38,3;11,5;1,5
152300;-99;-54,7;19,7;1,7;-38,3;11,5;1,5
152300;-97;-35,6;28,6;1,7;-38,3;11,5;1,5
152350;-93;-39,6;-2,9;1,8;-38,3;11,5;1,5
152350;-96;-39,9;-4,3;4;-38,3;11,5;1,5
152350;-97;-29,2;-4,3;4;-38,3;11,5;1,5
152350;-97;-43;-5,6;-0,4;-38,3;11,5;1,5
152350;-91;-48,8;3,5;1,7;-38,3;11,5;1,5
152400;-93;-39,6;-2,9;1,8;-38,3;11,4;1,5
152400;-96;-32,3;-3,6;1,7;-38,3;11,4;1,5
152400;-99;-25,2;-2,9;4;-38,3;11,4;1,5
152400;-98;-29,2;-4,3;4;-38,3;11,4;1,5
152400;-94;-43,8;-2,8;5;-38,3;11,4;1,5
152400;-60;-37,4;9,6;5,1;-38,3;11,4;1,5
152400;-91;-48,8;3,5;1,7;-38,3;11,4;1,5
152400;-96;-53,7;3,1;1,7;-38,3;11,4;1,5
152400;-97;-54,7;10,2;2,1;-38,3;11,4;1,5
152450;-95;-39,6;-2,9;1,8;-38,3;11,4;1,5
152450;-95;-39,9;-4,3;4;-38,3;11,4;1,5
152450;-99;-31,5;-4,4;5,2;-38,3;11,4;1,5
152450;-98;-43;-5,6;-0,4;-38,3;11,4;1,5
152450;-98;-32,6;-5,7;-0,4;-38,3;11,4;1,5
152450;-75;-31,1;9,2;1,6;-38,3;11,4;1,5
152500;-96;-54,7;10,2;2,1;-38,3;11,3;1,5
152500;-68;-43,8;9,2;1,6;-38,3;11,3;1,5
152550;-96;-29,3;-2,8;1,8;-38,3;11,3;1,5
152550;-94;-43,8;-2,8;5;-38,3;11,3;1,5
152550;-59;-37,4;9,6;5,1;-38,3;11,3;1,5
152550;-47;-36,7;11,1;1,7;-38,3;11,3;1,5
152550;-98;-54,7;19,7;1,7;-38,3;11,3;1,5
152600;-97;-29,3;-2,8;1,8;-38,3;11,2;1,5
152600;-94;-43,7;-2,9;4;-38,3;11,2;1,5
152600;-99;-25,2;-2,9;4;-38,3;11,2;1,5
152600;-95;-43,8;-2,8;5;-38,3;11,2;1,5
152600;-99;-31,5;-4,4;5,2;-38,3;11,2;1,5
152600;-99;-39,8;-8,1;5,1;-38,3;11,2;1,5
152600;-98;-39,5;-5,7;-0,4;-38,3;11,2;1,5
152600;-67;-43,8;9,2;1,6;-38,3;11,2;1,5
152650;-93;-36,6;-3,7;1,7;-38,3;11,2;1,5
152650;-99;-25,2;-2,9;4;-38,3;11,2;1,5
152650;-98;-31,5;-4,4;5,2;-38,3;11,2;1,5
152650;-98;-43;-5,6;-0,4;-38,3;11,2;1,5
152650;-98;-32,6;-5,7;-0,4;-38,3;11,2;1,5
152650;-95;-54,7;10,2;2,1;-38,3;11,2;1,5
152700;-96;-39,9;-4,3;4;-38,3;11,1;1,5
152700;-97;-29,2;-4,3;4;-38,3;11,1;1,5
152700;-59;-37,4;9,6;5,1;-38,3;11,1;1,5
152700;-98;-39,8;-8,1;5,1;-38,3;11,1;1,5
152700;-97;-32,6;-5,7;-0,4;-38,3;11,1;1,5
152700;-98;-54,7;10,2;2,1;-38,3;11,1;1,5
152700;-95;-54,7;14,3;2,1;-38,3;11,1;1,5
152700;-99;-19,2;9,2;1,7;-38,3;11,1;1,5
152750;-93;-39,6;-2,9;1,8;-38,3;11,1;1,5
152750;-93;-43,7;-2,9;4;-38,3;11,1;1,5
152750;-96;-31,5;-4,4;5,2;-38,3;11,1;1,5
152750;-98;-43;-5,6;-0,4;-38,3;11,1;1,5
152750;-98;-39,5;-5,7;-0,4;-38,3;11,1;1,5
152750;-88;-48,8;3,5;1,7;-38,3;11,1;1,5
152750;-67;-43,8;9,2;1,6;-38,3;11,1;1,5
152750;-73;-31,1;9,2;1,6;-38,3;11,1;1,5
152800;-94;-39,6;-2,9;1,8;-38,3;11,0;1,5
152800;-94;-39,9;-4,3;4;-38,3;11,0;1,5
152800;-99;-25,2;-2,9;4;-38,3;11,0;1,5
152800;-58;-37,4;9,6;5,1;-38,3;11,0;1,5
152800;-98;-39,8;-8,1;5,1;-38,3;11,0;1,5
152850;-97;-44,3;-4,3;4;-38,3;11,0;1,5
152850;-96;-39,9;-4,3;4;-38,3;11,0;1,5
152850;-99;-43;-5,6;-0,4;-38,3;11,0;1,5
152850;-98;-53,7;3,1;1,7;-38,3;11,0;1,5
152900;-93;-39,6;-2,9;1,8;-38,3;10,9;1,5
152900;-94;-32,3;-3,6;1,7;-38,3;10,9;1,5
152900;-95;-29,3;-2,8;1,8;-38,3;10,9;1,5
152900;-98;-25,2;-2,9;4;-38,3;10,9;1,5
152900;-97;-29,2;-4,3;4;-38,3;10,9;1,5
152900;-93;-37,5;-4,4;5,2;-38,3;10,9;1,5
152900;-58;-37,4;9,6;5,1;-38,3;10,9;1,5
152950;-95;-43,8;-4,4;1,8;-38,3;10,9;1,5
152950;-96;-32,3;-3,6;1,7;-38,3;10,9;1,5
152950;-94;-29,3;-2,8;1,8;-38,3;10,9;1,5
152950;-97;-31,5;-4,4;5,2;-38,3;10,9;1,5
152950;-99;-39,5;-5,7;-0,4;-38,3;10,9;1,5
153000;-97;-43,8;-4,4;1,8;-38,3;10,8;1,5
153000;-91;-39,6;-2,9;1,8;-38,3;10,8;1,5
153000;-92;-36,6;-3,7;1,7;-38,3;10,8;1,5
153000;-93;-43,7;-2,9;4;-38,3;10,8;1,5
153000;-94;-43,8;-2,8;5;-38,3;10,8;1,5
153000;-57;-37,4;9,6;5,1;-38,3;10,8;1,5
153000;-95;-54,1;11,5;1,7;-38,3;10,8;1,5
153000;-99;-35,6;28,6;1,7;-38,3;10,8;1,5
153050;-95;-36,6;-3,7;1,7;-38,3;10,8;1,5
153050;-98;-25,3;-4,3;1,8;-38,3;10,8;1,5
153050;-95;-43,7;-2,9;4;-38,3;10,8;1,5
153050;-95;-43,8;-2,8;5;-38,3;10,8;1,5
153050;-96;-31,5;-4,4;5,2;-38,3;10,8;1,5
153100;-93;-39,9;-4,3;4;-38,3;10,7;1,5
153100;-97;-29,2;-4,3;4;-38,3;10,7;1,5
153100;-96;-37,5;-4,4;5,2;-38,3;10,7;1,5
153100;-99;-36,5;-8,9;1,7;-38,3;10,7;1,5
153150;-92;-39,6;-2,9;1,8;-38,3;10,7;1,5
153150;-93;-54,1;11,5;1,7;-38,3;10,7;1,5
153150;-47;-36,7;11,1;1,7;-38,3;10,7;1,5
153150;-98;-54,7;19,7;1,7;-38,3;10,7;1,5
153200;-94;-36,6;-3,7;1,7;-38,3;10,6;1,5
153200;-96;-29,3;-2,8;1,8;-38,3;10,6;1,5
153200;-95;-37,5;-4,4;5,2;-38,3;10,6;1,5
153200;-99;-53,7;3,1;1,7;-38,3;10,6;1,5
153200;-97;-54,7;14,3;2,1;-38,3;10,6;1,5
153250;-97;-43,8;-4,4;1,8;-38,3;10,6;1,5
153250;-93;-36,6;-3,7;1,7;-38,3;10,6;1,5
153250;-95;-32,3;-3,6;1,7;-38,3;10,6;1,5
153250;-94;-43,7;-2,9;4;-38,3;10,6;1,5
153250;-97;-32,6;-5,7;-0,4;-38,3;10,6;1,5
153250;-97;-53,7;3,1;1,7;-38,3;10,6;1,5
153250;-72;-31,1;9,2;1,6;-38,3;10,6;1,5
153250;-96;-54,1;11,5;1,7;-38,3;10,6;1,5
153300;-97;-29,3;-2,8;1,8;-38,3;10,5;1,5
153300;-99;-25,3;-4,3;1,8;-38,3;10,5;1,5
153300;-94;-39,9;-4,3;4;-38,3;10,5;1,5
153300;-98;-25,2;-2,9;4;-38,3;10,5;1,5
153300;-98;-29,2;-4,3;4;-38,3;10,5;1,5
153300;-97;-43;-5,6;-0,4;-38,3;10,5;1,5
153300;-96;-54,7;10,2;2,1;-38,3;10,5;1,5
153350;-91;-39,6;-2,9;1,8;-38,3;10,5;1,5
153350;-97;-29,3;-2,8;1,8;-38,3;10,5;1,5
153350;-95;-43,7;-2,9;4;-38,3;10,5;1,5
153350;-94;-43,8;-2,8;5;-38,3;10,5;1,5
153350;-98;-32,6;-5,7;-0,4;-38,3;10,5;1,5
153350;-99;-19,2;9,2;1,7;-38,3;10,5;1,5
153400;-96;-43,8;-4,4;1,8;-38,3;10,4;1,5
153400;-94;-32,3;-3,6;1,7;-38,3;10,4;1,5
153400;-97;-31,5;-4,4;5,2;-38,3;10,4;1,5
153400;-97;-43;-5,6;-0,4;-38,3;10,4;1,5
